Tên,Lineage,Issues,URI
"Bác Sơn Nguyên Lai","","Bio quá ngắn hoặc trống",
"Hối Đài Nguyên Kính","","Bio quá ngắn hoặc trống",
"Vĩnh Giác Nguyên Hiền","","Bio quá ngắn hoặc trống",
"Diệu Tế Sư Hạo","","Bio quá ngắn hoặc trống",
"Bổn Trí Minh Giác","","Bio quá ngắn hoặc trống",
"Tiến","","Bio quá ngắn hoặc trống",
"Thiền sư","","Bio quá ngắn hoặc trống",
"Phan Hương Quang","","Bio quá ngắn hoặc trống",
"Viên Tu Thiền sư","","Bio quá ngắn hoặc trống",
"Chùa Linh Ẩn","","Bio quá ngắn hoặc trống",
"Chùa Quả Nguyện","","Bio quá ngắn hoặc trống",
"Chùa Tây Minh","","Bio quá ngắn hoặc trống",
"Chùa Vĩnh Phúc","","Bio quá ngắn hoặc trống",
"Núi Tần Vọng","","Bio quá ngắn hoặc trống",
"Bạch Cư Dị","","Bio quá ngắn hoặc trống",
"Huyện Phú Dương, Hàng Châu","","Bio quá ngắn hoặc trống",
"Núi Cô Sơn","","Bio quá ngắn hoặc trống",
"Báo Ân Thanh Hộ","","Bio quá ngắn hoặc trống",
"Tịnh Đức Xung Chiếu","","Bio quá ngắn hoặc trống",
"Tương Châu Định Tuệ","","Bio quá ngắn hoặc trống",
"Cổ Sơn Thanh Ngạc","","Bio quá ngắn hoặc trống",
"Tuyền Châu Phụng Hoàng Cường","","Bio quá ngắn hoặc trống",
"Long Sơn Văn Nghĩa","","Bio quá ngắn hoặc trống",
"Long Sơn Trí Tung","","Bio quá ngắn hoặc trống",
"Cổ Sơn Trí Nghiêm","","Bio quá ngắn hoặc trống",
"Bạch Vân Trí Tác","","Bio quá ngắn hoặc trống",
"Thiên Trúc Tử Nghi","","Bio quá ngắn hoặc trống",
"Nam Bình Vương Chung Truyền","","Bio quá ngắn hoặc trống",
"Hà Đông Bắc Viện Giản","","Bio quá ngắn hoặc trống",
"Bảo Phước Thanh Khoát","","Bio quá ngắn hoặc trống",
"Giác Lãng Đạo Thạnh","","Bio quá ngắn hoặc trống",
"Dạ Xa","","Bio quá ngắn hoặc trống",
"Phú Na","","Bio quá ngắn hoặc trống",
"Thiền sư","","Bio quá ngắn hoặc trống",
"Ba La Nại (Varanasi)","","Bio quá ngắn hoặc trống",
"Thành Hoa Thị (Patna)","","Bio quá ngắn hoặc trống",
"Vương quốc Kosala","","Bio quá ngắn hoặc trống",
"Giáo hóa vô lượng chúng sinh","","Bio quá ngắn hoặc trống",
"Đắc pháp từ Hiếp Tôn Giả","","Bio quá ngắn hoặc trống",
"Hoằng pháp tại Ba La Nại","","Bio quá ngắn hoặc trống",
"Thành Hoa Thị","","Bio quá ngắn hoặc trống",
"Chùa Tôn Giả Phú Na Dạ Xa","","Bio quá ngắn hoặc trống",
"Tiên An Khánh Tường","","Bio quá ngắn hoặc trống",
"Duy Châu Hóa Thành","","Bio quá ngắn hoặc trống",
"Bắc Thiền Duy Trực","","Bio quá ngắn hoặc trống",
"Tử Lăng Khuông Nhất","","Bio quá ngắn hoặc trống",
"Hư Chu Phổ Độ","","Bio quá ngắn hoặc trống",
"Thạch Tạng Tuệ Cự","","Bio quá ngắn hoặc trống",
"Trình Châu Ba Tiêu","","Bio quá ngắn hoặc trống",
"Tương Châu Quảng Đức Nghĩa","","Bio quá ngắn hoặc trống",
"Thiều Châu Long Quang","","Bio quá ngắn hoặc trống",
"Bắc Triệu Pháp Thông","","Bio quá ngắn hoặc trống",
"Thọ Ninh Thủ Kha","","Bio quá ngắn hoặc trống",
"Trung Cân Sơn Chiêu","","Bio quá ngắn hoặc trống",
"Phổ Ninh Tổ Ngộ","","Bio quá ngắn hoặc trống",
"Bắc Thiền Tông Giác","","Bio quá ngắn hoặc trống",
"Long An Thế Năng","","Bio quá ngắn hoặc trống",
"Thắng Quả Ðạo Hòa","","Bio quá ngắn hoặc trống",
"Tử Lăng Tổ","","Bio quá ngắn hoặc trống",
"Kinh Châu Công An Mẫn","","Bio quá ngắn hoặc trống",
"Diệu Tuệ","","Bio quá ngắn hoặc trống",
"Bạch Mã Hy","","Bio quá ngắn hoặc trống",
"Đời Thứ 77","","Bio quá ngắn hoặc trống",
"Hải Tại Trí Thiếp","","Bio quá ngắn hoặc trống",
"Thiền sư","","Bio quá ngắn hoặc trống",
"Ma Đề","","Bio quá ngắn hoặc trống",
"núi Bảo Lạc Ca","","Bio quá ngắn hoặc trống",
"Truyền pháp Thiền Tông Ấn Độ","","Bio quá ngắn hoặc trống",
"Bách Nham Định Châu","","Bio quá ngắn hoặc trống",
"Góp ý với Hòa thượng Dược Sơn Duy Nghiễm về việc xem kinh","","Bio quá ngắn hoặc trống",
"法 tự đời thứ hai của Nam Nhạc Hoài Nhượng Pháp tự của Mã Tổ Đạo Nhất","","Bio quá ngắn hoặc trống",
"Minh Triết","","Bio quá ngắn hoặc trống",
"Thiền Sư","","Bio quá ngắn hoặc trống",
"Dược Sơn Duy Nghiễm","","Bio quá ngắn hoặc trống",
"Đàm Châu Sơn Câu Cốc","","Bio quá ngắn hoặc trống",
"Mục Châu Kỉnh Liên","","Bio quá ngắn hoặc trống",
"Tào Lãng Pháp Thao","","Bio quá ngắn hoặc trống",
"Tương Châu Thứu Lãnh","","Bio quá ngắn hoặc trống",
"Phước Châu Chẩm Phong","","Bio quá ngắn hoặc trống",
"Tuyền Châu Tây Minh Thâm","","Bio quá ngắn hoặc trống",
"Diên Thọ Tuệ Luân","","Bio quá ngắn hoặc trống",
"Khang Sơn Khế Ẩn","","Bio quá ngắn hoặc trống",
"Phước Châu Thăng Sơn Nhu","","Bio quá ngắn hoặc trống",
"Hồng Châu Kiến Sơn Trừng","","Bio quá ngắn hoặc trống",
"Lãng Châu Đức Sơn Hải","","Bio quá ngắn hoặc trống",
"Lãng Châu Lương Sơn Giản","","Bio quá ngắn hoặc trống",
"Báo Ân Hạnh Sùng","","Bio quá ngắn hoặc trống",
"Phước Châu Vĩnh Long Doanh","","Bio quá ngắn hoặc trống",
"Phụng Hoàng Tùng Thâm","","Bio quá ngắn hoặc trống",
"Chương Châu Báo Ân Hy","","Bio quá ngắn hoặc trống",
"Thanh Tuyền Thủ Thanh","","Bio quá ngắn hoặc trống",
"Vạn An Thanh Vận","","Bio quá ngắn hoặc trống",
"Chương Giang Tuệ Khiêm","","Bio quá ngắn hoặc trống",
"Bạch Thủy Như Tân","","Bio quá ngắn hoặc trống",
"Chiêu Khánh Tỉnh Đăng","","Bio quá ngắn hoặc trống",
"Chương Châu Nhạc Lộc","","Bio quá ngắn hoặc trống",
"Báo Từ Văn Khâm","","Bio quá ngắn hoặc trống",
"Tuyền Châu Hậu Chiếu Khánh","","Bio quá ngắn hoặc trống",
"Bảo Phước Khả Trù","","Bio quá ngắn hoặc trống",
"Văn Ích Pháp Nhãn","","Bio quá ngắn hoặc trống",
"Tây Sơn Đạo Tùng","","Bio quá ngắn hoặc trống",
"Long Hưng Đức Tân","","Bio quá ngắn hoặc trống",
"Đại Minh Đạo Mai","","Bio quá ngắn hoặc trống",
"Bổn Bình Đạo Đạt","","Bio quá ngắn hoặc trống",
"Thăng Châu Hoa Nghiêm U","","Bio quá ngắn hoặc trống",
"Kim Lăng Bảo An Chỉ","","Bio quá ngắn hoặc trống",
"Phật Thủ Nham Nhân","","Bio quá ngắn hoặc trống",
"Giang Tây Linh Sơn","","Bio quá ngắn hoặc trống",
"Đàm Châu Thạch Sương Sảng","","Bio quá ngắn hoặc trống",
"Thiền Khê Khả Trang","","Bio quá ngắn hoặc trống",
"Hồng Châu Vĩnh An Minh","","Bio quá ngắn hoặc trống",
"Xá Lợi Huyền Xiển","","Bio quá ngắn hoặc trống",
"Quy Tông Mộng Khâm","","Bio quá ngắn hoặc trống",
"Quy Tông Tĩnh Nhất","","Bio quá ngắn hoặc trống",
"Quy Tông Sư Tuệ","","Bio quá ngắn hoặc trống",
"Nhiêu Châu Chi Lãnh Chiếu","","Bio quá ngắn hoặc trống",
"Kinh Châu Hộ Quốc Mại","","Bio quá ngắn hoặc trống",
"Thượng Phương Tuệ Anh","","Bio quá ngắn hoặc trống",
"Quy Tông Nghĩa Nhu","","Bio quá ngắn hoặc trống",
"Nhân Vương Duyên Thắng","","Bio quá ngắn hoặc trống",
"Đại Lâm Tăng Độn","","Bio quá ngắn hoặc trống",
"Kinh Môn Thượng Tuyền","","Bio quá ngắn hoặc trống",
"Cao Ly Linh Giám","","Bio quá ngắn hoặc trống",
"Vĩnh Minh Đạo Hồng","","Bio quá ngắn hoặc trống",
"Ngạc Châu Hoàng Long Nhân","","Bio quá ngắn hoặc trống",
"Hóa Thành Tuệ Lãng","","Bio quá ngắn hoặc trống",
"Phủ Châu Phú Thuyền","","Bio quá ngắn hoặc trống",
"Thượng Lam Thủ Nạp","","Bio quá ngắn hoặc trống",
"Hưng Phước Khả Huân","","Bio quá ngắn hoặc trống",
"Trạch Châu Cổ Hiền Cẩn","","Bio quá ngắn hoặc trống",
"Tiến Phước Thiệu Minh","","Bio quá ngắn hoặc trống",
"Hồng Châu Tân Hưng Tế","","Bio quá ngắn hoặc trống",
"Hưng Thiện Thê Luân","","Bio quá ngắn hoặc trống",
"Chánh Cần Hy Phụng","","Bio quá ngắn hoặc trống",
"Trường An Diên Quy","","Bio quá ngắn hoặc trống",
"Thê Hiền Tuệ Viên","","Bio quá ngắn hoặc trống",
"Đồng An Thiệu Hiển","","Bio quá ngắn hoặc trống",
"Bát Nhã Kỉnh Tuân","","Bio quá ngắn hoặc trống",
"Báo Ân Pháp An","","Bio quá ngắn hoặc trống",
"Bảo Tháp Thiệu Nham","","Bio quá ngắn hoặc trống",
"Thanh Lương Thái Khâm","","Bio quá ngắn hoặc trống",
"Đạo Phong Tuệ Cư","","Bio quá ngắn hoặc trống",
"Tịnh Đức Trí Quân","","Bio quá ngắn hoặc trống",
"Linh Ẩn Thanh Tùng","","Bio quá ngắn hoặc trống",
"Hoàng Sơn Lương Khuông","","Bio quá ngắn hoặc trống",
"Phụng Tiên Pháp Hoài","","Bio quá ngắn hoặc trống",
"Báo Từ Văn Toại","","Bio quá ngắn hoặc trống",
"La Hán Trí Y","","Bio quá ngắn hoặc trống",
"Báo Ân Tuệ Minh","","Bio quá ngắn hoặc trống",
"Khuông Dật Báo Ân","","Bio quá ngắn hoặc trống",
"Quán Âm Tùng Hiển","","Bio quá ngắn hoặc trống",
"Vĩnh Minh Đạo Tiềm","","Bio quá ngắn hoặc trống",
"Báo Từ Hành Ngôn","","Bio quá ngắn hoặc trống",
"Báo Ân Huyền Tắc","","Bio quá ngắn hoặc trống",
"Quy Tông Sách Chân","","Bio quá ngắn hoặc trống",
"Quốc Sư Thiên Thai Đức Thiều","","Bio quá ngắn hoặc trống",
"Diên Khánh Truyền Ân","","Bio quá ngắn hoặc trống",
"Hàng Châu Thiên Long Tú","","Bio quá ngắn hoặc trống",
"Thanh Lương Hưu Phục","","Bio quá ngắn hoặc trống",
"Thanh Khê Hồng Tấn","","Bio quá ngắn hoặc trống",
"Long Tế Thiệu Tu","","Bio quá ngắn hoặc trống",
"Cốc Sơn Hải","","Bio quá ngắn hoặc trống",
"Bất Như Mật Đa","","Bio quá ngắn hoặc trống",
"Purjamitra","","Bio quá ngắn hoặc trống",
"Thiền sư","","Bio quá ngắn hoặc trống",
"Miền Đông Ấn Độ","","Bio quá ngắn hoặc trống",
"Nam Ấn Độ","","Bio quá ngắn hoặc trống",
"Giáo hóa ở miền Đông Ấn Độ","","Bio quá ngắn hoặc trống",
"Bồ tát Đại Thế Chí","","Bio quá ngắn hoặc trống",
"Phạm Chí Trường Trảo","","Bio quá ngắn hoặc trống",
"Vua Đắc Thắng","","Bio quá ngắn hoặc trống",
"Vua Kiên Cố","","Bio quá ngắn hoặc trống",
"Đồng tử Anh Lạc (Bồ tát Đại Thế Chí)","","Bio quá ngắn hoặc trống",
"TT Thích Hạnh Tuấn","","Bio quá ngắn hoặc trống",
"Quân Châu Hoàng Bá Doanh","","Bio quá ngắn hoặc trống",
"Đại An Truyền Tánh","","Bio quá ngắn hoặc trống",
"Hoàng Bá Linh Ước","","Bio quá ngắn hoặc trống",
"Dương Châu Tường Quang Viễn","","Bio quá ngắn hoặc trống",
"Võ Châu Sơ Sơn","","Bio quá ngắn hoặc trống",
"Tây Khê Đạo Thái","","Bio quá ngắn hoặc trống",
"Ngũ Phong Hành Kế","","Bio quá ngắn hoặc trống",
"Tương Châu Động Sơn Hậu","","Bio quá ngắn hoặc trống",
"Thường Châu Chánh Cần Uẩn","","Bio quá ngắn hoặc trống",
"Hồng Châu Thiên Vương Viện","","Bio quá ngắn hoặc trống",
"An Châu Đại An Tỉnh","","Bio quá ngắn hoặc trống",
"Hồng Châu Bách Trượng Siêu","","Bio quá ngắn hoặc trống",
"Kinh Triệu Tam Tướng","","Bio quá ngắn hoặc trống",
"Quân Châu Hoàng Bá Tuệ","","Bio quá ngắn hoặc trống",
"Linh Tuyền Quy Nhân","","Bio quá ngắn hoặc trống",
"Hồng Châu Bách Trượng An","","Bio quá ngắn hoặc trống",
"Diên Khánh Phụng Lân","","Bio quá ngắn hoặc trống",
"Sơ Sơn Chứng","","Bio quá ngắn hoặc trống",
"Hộ Quốc Thủ Trừng","","Bio quá ngắn hoặc trống",
"Thích Nữ Chúc Tâm","","Bio quá ngắn hoặc trống",
"Hậu Hoành Nhạc Kim Luân","","Bio quá ngắn hoặc trống",
"Linh Ẩn Chi Thiện","","Bio quá ngắn hoặc trống",
"Kính Sơn Thiện Trân","","Bio quá ngắn hoặc trống",
"Long Sách Tử Hưng","","Bio quá ngắn hoặc trống",
"Tri Mặc Phật Áo","","Bio quá ngắn hoặc trống",
"Kinh Triệu Hương Thành","","Bio quá ngắn hoặc trống",
"Khoát Đường Đại Văn","","Bio quá ngắn hoặc trống",
"Trúc Am Đại Thành","","Bio quá ngắn hoặc trống",
"Nguyên Thiều Siêu Bạch","","Bio quá ngắn hoặc trống",
"Linh Thứu Tuệ Giác","","Bio quá ngắn hoặc trống",
"Đắc pháp","","Bio quá ngắn hoặc trống",
"Giáo hóa tại miền bắc Ấn Độ","","Bio quá ngắn hoặc trống",
"Tự thiêu","","Bio quá ngắn hoặc trống",
"Miền bắc Ấn Độ","","Bio quá ngắn hoặc trống",
"Đại Phụng Ngạn Tân","","Bio quá ngắn hoặc trống",
"Tuệ Nhật Huyền Ngạc","","Bio quá ngắn hoặc trống",
"Tân La Tuệ Vân","","Bio quá ngắn hoặc trống",
"Sính Châu Hưng Dương Sơn","","Bio quá ngắn hoặc trống",
"Đông Thiền Huyền Giai","","Bio quá ngắn hoặc trống",
"Tam Giác Chân Giám","","Bio quá ngắn hoặc trống",
"Tứ Tổ Thanh Hạo","","Bio quá ngắn hoặc trống",
"Tấn Châu Hưng Giáo Phổ","","Bio quá ngắn hoặc trống",
"Bạch Triệu Hoài Sở","","Bio quá ngắn hoặc trống",
"Đại Dương Hành Xung","","Bio quá ngắn hoặc trống",
"Tam Giác Chí Thao","","Bio quá ngắn hoặc trống",
"Đại Long Trí Hồng","","Bio quá ngắn hoặc trống",
"Bạch Mã Hành Ái","","Bio quá ngắn hoặc trống",
"Đạo Đức","","Bio quá ngắn hoặc trống",
"Song Khê Duẫn Quang","","Bio quá ngắn hoặc trống",
"Viên Thông Duyên Đức","","Bio quá ngắn hoặc trống",
"Thiền sư","","Bio quá ngắn hoặc trống",
"Ca Ma Lũ Ba","","Bio quá ngắn hoặc trống",
"Đề Già","","Bio quá ngắn hoặc trống",
"Truyền bá Phật pháp Tiểu Thừa","","Bio quá ngắn hoặc trống",
"Giáo hóa tại Đề Già","","Bio quá ngắn hoặc trống",
"Xuất gia","","Bio quá ngắn hoặc trống",
"Câu Ma La","","Bio quá ngắn hoặc trống",
"Huyền Trang","","Bio quá ngắn hoặc trống",
"Phục Đà Mật Đa","","Bio quá ngắn hoặc trống",
"La Hầu La Da","","Bio quá ngắn hoặc trống",
"Thiền sư","","Bio quá ngắn hoặc trống",
"Truyền pháp cho Tăng Già Nan Đề","","Bio quá ngắn hoặc trống",
"Á Tùng Thánh","","Bio quá ngắn hoặc trống",
"Thái Dương Cảnh Huyền","","Bio quá ngắn hoặc trống",
"Gia Tường Cát Tạng","","Bio quá ngắn hoặc trống",
"Thái Thú Lễ Châu Lôi Mãn","","Bio quá ngắn hoặc trống",
"Thượng Lam Tự Cổ","","Bio quá ngắn hoặc trống",
"Thúy Nghiêm Sư Âm","","Bio quá ngắn hoặc trống",
"Chương Châu Bảo Phước","","Bio quá ngắn hoặc trống",
"Hòa Sơn Khế Vân","","Bio quá ngắn hoặc trống",
"Vĩnh An Tuệ Độ","","Bio quá ngắn hoặc trống",
"Tào Sơn Nghĩa Sùng","","Bio quá ngắn hoặc trống",
"Klu-sgrub","","Bio quá ngắn hoặc trống",
"Long Mãnh","","Bio quá ngắn hoặc trống",
"龍樹","","Bio quá ngắn hoặc trống",
"Long Thăng","","Bio quá ngắn hoặc trống",
"Nāgārjuna","","Bio quá ngắn hoặc trống",
"Ryūju","","Bio quá ngắn hoặc trống",
"Thiền sư","","Bio quá ngắn hoặc trống",
"Kiều Tát La","","Bio quá ngắn hoặc trống",
"Miền Nam Ấn Độ","","Bio quá ngắn hoặc trống",
"Tuyết Sơn","","Bio quá ngắn hoặc trống",
"Bảo Hành Vương Chánh Luận","","Bio quá ngắn hoặc trống",
"Bồ Đề Tư Lương Luận Tụng","","Bio quá ngắn hoặc trống",
"Đại Thừa Nhị Thập Tụng Luận","","Bio quá ngắn hoặc trống",
"Đại Trí Độ Luận","","Bio quá ngắn hoặc trống",
"Hồi Tránh Luận","","Bio quá ngắn hoặc trống",
"Kệ Căn Bản về Trung Đạo","","Bio quá ngắn hoặc trống",
"Không Thất Thập Luận","","Bio quá ngắn hoặc trống",
"Long Thọ Bồ Tát Khuyến Giới Vương Luận","","Bio quá ngắn hoặc trống",
"Lục Thập Tụng Như Lý Luận","","Bio quá ngắn hoặc trống",
"Quảng Phá Luận","","Bio quá ngắn hoặc trống",
"Thập Nhị Môn Luận","","Bio quá ngắn hoặc trống",
"Thập Trụ Tỳ Bà Sa Luận","","Bio quá ngắn hoặc trống",
"Trung Quán Luận","","Bio quá ngắn hoặc trống",
"Hình thành hệ thống giáo học và tuyên dương tư tưởng Đại Thừa","","Bio quá ngắn hoặc trống",
"Đóng góp quan trọng vào sự phát triển của Tịnh Độ Tông","","Bio quá ngắn hoặc trống",
"Khai sáng và phát triển phái Trung Quán","","Bio quá ngắn hoặc trống",
"Đắc pháp từ Tôn giả Ca Tỳ Ma La","","Bio quá ngắn hoặc trống",
"Tỉnh ngộ sau khi phạm tội","","Bio quá ngắn hoặc trống",
"Tranh luận và đánh bại ngoại đạo","","Bio quá ngắn hoặc trống",
"Truyền pháp cho Ca Na Đề Bà","","Bio quá ngắn hoặc trống",
"Đại Long Bồ Tát","","Bio quá ngắn hoặc trống",
"Dẫn Chính","","Bio quá ngắn hoặc trống",
"Ca Na Đề Bà (Thánh Thiên)","","Bio quá ngắn hoặc trống",
"Vua Yajnasri Gautamiputra","","Bio quá ngắn hoặc trống",
"An Châu Mục","","Bio quá ngắn hoặc trống",
"Long Hội Sơn Giám","","Bio quá ngắn hoặc trống",
"Miên Trúc Diên Tuệ","","Bio quá ngắn hoặc trống",
"Cát Châu Uông Sơn","","Bio quá ngắn hoặc trống",
"Thành Tiến Bảo Ứng","","Bio quá ngắn hoặc trống",
"Quán Châu Linh Nham","","Bio quá ngắn hoặc trống",
"Trọng Mãn Hưng Thánh","","Bio quá ngắn hoặc trống",
"Đạo Ngô Tùng Thạnh","","Bio quá ngắn hoặc trống",
"La Sơn Nghĩa Nhân","","Bio quá ngắn hoặc trống",
"Kim Trụ Nghĩa Chiêu","","Bio quá ngắn hoặc trống",
"Đàm Châu Cốc Sơn","","Bio quá ngắn hoặc trống",
"Thiên Trúc Nghĩa Chứng","","Bio quá ngắn hoặc trống",
"Thanh Bình Duy Khoáng","","Bio quá ngắn hoặc trống",
"Tây Sơn Tuệ","","Bio quá ngắn hoặc trống",
"Bạch Vân Linh Yểm","","Bio quá ngắn hoặc trống",
"La Sơn Thiệu Du","","Bio quá ngắn hoặc trống",
"Đại Ninh Ẩn Vi","","Bio quá ngắn hoặc trống",
"Hành Châu Hoa Quang Phạm","","Bio quá ngắn hoặc trống",
"Minh Chiêu Đức Khiêm","","Bio quá ngắn hoặc trống",
"TT Thích Nguyên Hiền","","Bio quá ngắn hoặc trống",
"Lô Sơn Trì Long Sơn Chủ","","Bio quá ngắn hoặc trống",
"Thục Xuyên Tây Thiền","","Bio quá ngắn hoặc trống",
"Tây Xuyên Bố Thủy Nham","","Bio quá ngắn hoặc trống",
"Xứ Châu Quảng Lợi Dung","","Bio quá ngắn hoặc trống",
"Tiểu Khê Hành Truyền","","Bio quá ngắn hoặc trống",
"Thiều Châu Hoa Nghiêm","","Bio quá ngắn hoặc trống",
"Dục Vương Hoằng Thông","","Bio quá ngắn hoặc trống",
"Tào Sơn Tuệ Hà","","Bio quá ngắn hoặc trống",
"Kim Phong Tùng Chí","","Bio quá ngắn hoặc trống",
"Hà Ngọc Quang Tuệ","","Bio quá ngắn hoặc trống",
"Động Sơn Đạo Diên","","Bio quá ngắn hoặc trống",
"Lộc Môn Xử Chân","","Bio quá ngắn hoặc trống",
"Thảo Am Pháp Nghĩa","","Bio quá ngắn hoặc trống",
"Giác Tâm","","Bio quá ngắn hoặc trống",
"Hương Chúng","","Bio quá ngắn hoặc trống",
"Thiền sư","","Bio quá ngắn hoặc trống",
"Nhận pháp từ Ưu Ba Cúc Đa","","Bio quá ngắn hoặc trống",
"Truyền pháp cho Di Già Ca","","Bio quá ngắn hoặc trống",
"Ma Già Đà","","Bio quá ngắn hoặc trống",
"Mạt Thể Đề Xá","","Bio quá ngắn hoặc trống",
"Giác Thân","","Bio quá ngắn hoặc trống",
"Thiền sư","","Bio quá ngắn hoặc trống",
"Tra Lan Đạt La","","Bio quá ngắn hoặc trống",
"Giáo hóa Phật giáo tại miền Trung Ấn Độ","","Bio quá ngắn hoặc trống",
"Tranh luận với các giáo sĩ Bà La Môn và thuyết phục vua cải sang đạo Phật","","Bio quá ngắn hoặc trống",
"Tranh luận với nhà tu khổ hạnh và thuyết phục ông ta cùng 500 đệ tử cải sang đạo Phật","","Bio quá ngắn hoặc trống",
"Hương Cái","","Bio quá ngắn hoặc trống",
"Nan Sanh","","Bio quá ngắn hoặc trống",
"Thị Bản Hạnh Thiện","","Bio quá ngắn hoặc trống",
"Huỳnh Sinh Thiệu Cẩn","","Bio quá ngắn hoặc trống",
"Hàm Nham Nghĩa Y","","Bio quá ngắn hoặc trống",
"Phước Châu An Quốc Tường","","Bio quá ngắn hoặc trống",
"Phước Châu Thiên Tông Minh","","Bio quá ngắn hoặc trống",
"Phước Châu Hưng Thánh Mãn","","Bio quá ngắn hoặc trống",
"Lâm Dương Chí Đoan","","Bio quá ngắn hoặc trống",
"Vĩnh Long Ngạn Đoan","","Bio quá ngắn hoặc trống",
"An Quốc Tùng Quý","","Bio quá ngắn hoặc trống",
"La Sơn Nghĩa Thông","","Bio quá ngắn hoặc trống",
"Bạch Lộc Sư Quý","","Bio quá ngắn hoặc trống",
"Di Sơn Tạng Dụng","","Bio quá ngắn hoặc trống",
"Kinh Triệu Bảo Phước","","Bio quá ngắn hoặc trống",
"Thần Quang Ðạo Tân","","Bio quá ngắn hoặc trống",
"Long Tường Ðạo Huy","","Bio quá ngắn hoặc trống",
"Từ Minh Huệ Nhật","","Bio quá ngắn hoặc trống",
